student_id,date,difficulty_level,study_hours,break_count,avg_break_duration,sleep_hours,screen_time,revision_done,mood_score,performance_score,burnout_risk,focus_score,fatigue_index,consistency_score,revision_intensity,cognitive_load,productivity_index
91,2025-11-25,3,2.82,1,11.6,1.35,3.7,1,1,36,0,1.41,2.0888888888888886,3.5414285714285714,3.0,8.459999999999999,1.8425952380952382
91,2025-11-26,4,2.83,1,14.5,2.24,2.43,0,5,29,0,1.415,1.263392857142857,3.2800000000000002,2.0,11.32,1.6897410714285712
91,2025-11-27,4,5.85,5,5.0,7.77,6.79,1,4,65,0,0.975,0.752895752895753,3.7085714285714286,3.0,23.4,1.9408870656370658
91,2025-11-28,4,6.58,5,9.9,7.23,6.34,1,2,58,0,1.0966666666666667,0.9100968188105117,4.15,4.0,26.32,2.2923188105117567
91,2025-11-29,3,8.91,10,10.6,7.37,3.67,0,3,42,1,0.81,1.208955223880597,4.978571428571429,4.0,26.73,2.395728144989339
91,2025-11-30,3,1.78,4,6.5,5.69,4.37,0,1,15,0,0.356,0.312829525483304,4.638571428571429,4.0,5.34,2.2692469997489333
91,2025-12-01,5,4.37,3,5.5,7.52,5.32,0,2,23,0,1.0925,0.5811170212765958,4.734285714285714,3.0,21.85,2.3154931610942247
91,2025-12-02,4,1.93,6,15.5,6.48,6.63,0,2,19,0,0.2757142857142857,0.2978395061728395,4.607142857142857,2.0,7.72,1.8339669312169309
91,2025-12-03,2,2.33,2,13.8,6.1,4.15,0,1,18,0,0.7766666666666667,0.3819672131147541,4.535714285714286,2.0,4.66,1.975252537080406
91,2025-12-04,5,6.29,7,5.0,7.29,6.16,0,3,46,0,0.78625,0.8628257887517147,4.598571428571428,1.0,31.45,1.7253350602586708
91,2025-12-05,5,2.55,1,12.4,5.86,4.33,0,1,32,0,1.275,0.43515358361774736,4.022857142857143,0.0,12.75,1.5878341053144809
91,2025-12-06,5,4.45,5,6.1,7.75,3.86,0,1,26,0,0.7416666666666667,0.5741935483870968,3.3857142857142857,0.0,22.25,1.1891685867895543
91,2025-12-07,5,6.02,8,21.3,5.81,3.39,0,1,31,0,0.6688888888888889,1.036144578313253,3.991428571428571,0.0,30.099999999999998,1.2761179957926945
91,2025-12-08,5,4.38,4,18.2,7.08,5.15,1,3,53,0,0.876,0.6186440677966102,3.9928571428571433,1.0,21.9,1.6116605326876514
91,2025-12-09,4,7.9,6,5.0,7.09,2.18,0,1,36,0,1.1285714285714286,1.1142454160789845,4.845714285714286,1.0,31.6,1.8815774733024382
91,2025-12-10,3,3.74,5,14.9,6.48,5.39,0,3,28,0,0.6233333333333334,0.5771604938271605,5.047142857142857,1.0,11.22,1.8457354497354495
91,2025-12-11,5,3.64,5,17.3,7.17,2.36,0,2,29,0,0.6066666666666667,0.5076708507670851,4.668571428571428,1.0,18.2,1.7367541342896988
91,2025-12-12,1,6.22,5,10.3,1.9,7.71,1,2,53,1,1.0366666666666666,3.2736842105263158,5.192857142857143,2.0,6.22,1.829637844611529
91,2025-12-13,1,1.04,1,9.5,8.94,2.11,0,4,45,0,0.52,0.11633109619686802,4.7057142857142855,2.0,1.04,1.9762646212847557
91,2025-12-14,1,2.42,3,11.5,7.28,4.67,1,3,52,0,0.605,0.3324175824175824,4.191428571428571,3.0,2.42,2.019315934065934
91,2025-12-15,5,2.23,1,5.0,1.52,9.19,0,5,27,0,1.115,1.4671052631578947,3.8842857142857143,2.0,11.15,1.7354699248120302
91,2025-12-16,5,8.46,7,17.7,5.36,3.08,1,1,65,1,1.0575,1.578358208955224,3.9642857142857144,3.0,42.300000000000004,1.922656982942431
92,2025-11-17,2,3.71,1,19.9,7.02,4.62,1,4,57,0,1.855,0.5284900284900285,3.71,1.0,7.42,1.8829764957264956
92,2025-11-18,2,2.86,3,15.3,5.59,5.84,1,4,54,0,0.715,0.5116279069767442,3.285,2.0,5.72,1.5590058139534881
92,2025-11-19,1,3.19,3,7.5,8.42,4.59,0,2,34,0,0.7975,0.37885985748218526,3.2533333333333334,2.0,3.19,1.5982960213776722
92,2025-11-20,3,6.41,8,13.8,6.22,5.28,1,3,57,0,0.7122222222222222,1.0305466237942122,4.0425,3.0,19.23,1.907445784208646
92,2025-11-21,4,5.66,3,9.2,4.89,1.0,0,1,27,0,1.415,1.1574642126789367,4.366,3.0,22.64,2.2314303680981595
92,2025-11-22,2,3.84,3,11.8,4.41,2.0,0,3,29,0,0.96,0.8707482993197279,4.278333333333333,3.0,7.68,2.088887755102041
92,2025-11-23,3,6.18,10,5.6,5.77,6.86,0,1,33,1,0.5618181818181818,1.0710571923743502,4.55,3.0,18.54,2.0009777847802113
92,2025-11-24,5,0.5,1,5.0,2.14,4.65,0,1,2,0,0.25,0.2336448598130841,4.091428571428572,2.0,2.5,1.6798818424566089
92,2025-11-25,1,2.87,3,20.0,7.41,2.74,1,5,64,0,0.7175,0.3873144399460189,4.0928571428571425,2.0,2.87,1.82088497686524
92,2025-11-26,5,4.85,5,14.1,7.55,2.59,0,1,34,0,0.8083333333333332,0.6423841059602649,4.33,2.0,24.25,1.8855590507726265
92,2025-11-27,1,0.5,2,5.0,4.34,4.33,0,1,9,0,0.16666666666666666,0.1152073732718894,3.4857142857142853,1.0,0.5,1.2867665130568355
92,2025-11-28,4,2.9,1,5.0,8.15,4.95,0,3,33,0,1.45,0.3558282208588957,3.0914285714285716,1.0,11.6,1.581554338299737
92,2025-11-29,1,2.31,2,9.6,6.45,9.52,0,4,34,0,0.77,0.3581395348837209,2.8728571428571428,1.0,2.31,1.2776362126245846
92,2025-11-30,2,4.43,5,14.9,7.27,2.78,0,4,50,0,0.7383333333333333,0.609353507565337,2.6228571428571428,1.0,8.86,1.153870783389009
92,2025-12-01,4,4.53,3,5.0,9.3,2.71,0,3,36,0,1.1325,0.48709677419354835,3.198571428571429,1.0,18.12,1.4828819124423964
92,2025-12-02,5,5.48,4,12.7,5.24,3.85,1,1,44,0,1.096,1.0458015267175573,3.5714285714285716,1.0,27.400000000000002,1.4981583424209377
92,2025-12-03,1,4.53,2,19.2,1.37,1.26,0,1,28,0,1.51,3.3065693430656933,3.525714285714286,1.0,4.53,1.2902288842544316
92,2025-12-04,2,7.23,8,12.0,1.0,2.61,0,1,20,1,0.8033333333333333,7.23,4.4871428571428575,1.0,14.46,0.742809523809524
92,2025-12-05,4,4.84,6,14.5,3.97,4.54,0,5,29,0,0.6914285714285714,1.2191435768261965,4.764285714285714,1.0,19.36,1.6884141777617847
92,2025-12-06,1,3.68,7,18.8,6.32,6.69,0,2,31,0,0.46,0.5822784810126582,4.96,1.0,3.68,1.7616582278481012
92,2025-12-07,5,1.74,3,5.0,4.96,4.22,1,5,52,0,0.435,0.35080645161290325,4.575714285714286,2.0,8.7,1.87234331797235
92,2025-12-08,1,2.17,4,8.3,7.21,6.72,1,4,58,0,0.434,0.30097087378640774,4.238571428571428,3.0,2.17,1.9783257975034676
92,2025-12-09,4,1.31,2,5.0,8.55,5.79,0,3,24,0,0.4366666666666667,0.15321637426900583,3.642857142857143,2.0,5.24,1.6227080200501252
92,2025-12-10,5,1.22,2,12.9,7.13,3.74,0,5,26,0,0.4066666666666667,0.17110799438990182,3.1699999999999995,2.0,6.1,1.467667134174848
92,2025-12-11,5,1.46,2,14.2,5.96,4.05,1,3,45,0,0.48666666666666664,0.24496644295302014,2.3457142857142856,3.0,7.3,1.437302652604666
92,2025-12-12,2,2.6,1,5.2,8.73,3.51,0,3,38,0,1.3,0.29782359679266895,2.025714285714286,3.0,5.2,1.6180407461953854
92,2025-12-13,5,2.22,3,6.6,6.76,3.98,0,2,23,0,0.555,0.32840236686390534,1.8171428571428572,3.0,11.100000000000001,1.2901325021132715
92,2025-12-14,5,3.83,1,8.3,7.68,3.75,0,5,38,0,1.915,0.4986979166666667,2.1157142857142857,2.0,19.15,1.6301595982142856
92,2025-12-15,3,0.5,1,5.0,6.82,4.67,1,2,39,0,0.25,0.07331378299120234,1.8771428571428572,2.0,1.5,1.0396457896941769
92,2025-12-16,1,4.77,6,14.0,7.22,2.43,1,5,71,0,0.6814285714285714,0.6606648199445982,2.3714285714285714,3.0,4.77,1.4508288484368819
93,2025-11-17,1,2.13,4,9.5,7.02,7.89,1,5,58,0,0.426,0.3034188034188034,2.13,1.0,2.13,0.9425871794871795
93,2025-11-18,5,2.64,3,8.1,7.62,11.2,1,2,54,0,0.66,0.3464566929133858,2.385,2.0,13.200000000000001,1.294531496062992
93,2025-11-19,5,0.5,1,7.5,6.34,2.14,0,1,12,0,0.25,0.07886435331230283,1.7566666666666666,2.0,2.5,1.0026703470031546
93,2025-11-20,2,5.12,3,17.0,5.36,3.07,0,1,37,0,1.28,0.9552238805970149,2.5975,2.0,10.24,1.483966417910448
93,2025-11-21,2,3.3,1,9.0,7.71,3.79,0,1,30,0,1.65,0.4280155642023346,2.7380000000000004,2.0,6.6,1.73469766536965
93,2025-11-22,4,7.1,6,14.0,6.16,2.95,0,5,49,0,1.0142857142857142,1.1525974025974026,3.465,2.0,28.4,1.6216103896103893
93,2025-11-23,1,5.03,10,5.0,1.56,4.84,1,1,38,1,0.4572727272727273,3.2243589743589745,3.6885714285714286,3.0,5.03,1.382963036963037
93,2025-11-24,5,3.19,5,5.0,3.72,2.49,1,4,39,0,0.5316666666666666,0.85752688172043,3.8400000000000003,3.0,15.95,1.809454301075269
93,2025-11-25,1,4.83,6,8.4,6.5,3.78,0,4,42,0,0.6900000000000001,0.7430769230769231,4.152857142857143,2.0,4.83,1.7758956043956042
93,2025-11-26,2,1.23,2,9.4,6.51,3.14,0,4,28,0,0.41,0.18894009216589863,4.257142857142857,2.0,2.46,1.7923018433179723
93,2025-11-27,3,5.02,7,5.0,6.37,4.36,1,3,67,0,0.6275,0.7880690737833594,4.242857142857143,3.0,15.059999999999999,1.9742717817896391
93,2025-11-28,2,2.66,2,5.0,8.29,4.37,0,4,31,0,0.8866666666666667,0.3208685162846804,4.151428571428571,3.0,5.32,2.1076316273192024
93,2025-11-29,3,2.43,2,20.0,7.19,2.3,1,3,53,0,0.81,0.3379694019471488,3.4842857142857144,4.0,7.290000000000001,2.0780903039936423
93,2025-11-30,2,2.42,4,7.8,6.96,4.01,1,1,52,0,0.484,0.34770114942528735,3.1114285714285717,4.0,4.84,1.8506733990147783
93,2025-12-01,2,2.29,3,9.5,3.54,2.14,1,2,42,0,0.5725,0.6468926553672316,2.9828571428571427,4.0,4.58,1.7981982445520581
93,2025-12-02,4,3.96,4,8.1,7.19,2.02,1,1,53,0,0.792,0.5507649513212796,2.858571428571429,5.0,15.84,2.052156685873237
93,2025-12-03,3,0.5,2,12.0,9.26,1.82,0,1,14,0,0.16666666666666666,0.05399568034557235,2.7542857142857144,5.0,1.5,1.8765196955672119
93,2025-12-04,5,3.93,5,7.4,2.59,11.74,1,5,54,0,0.655,1.5173745173745175,2.5985714285714288,5.0,19.650000000000002,1.7812152509652508
93,2025-12-05,5,5.72,7,10.4,8.78,4.27,1,4,68,0,0.715,0.6514806378132119,3.0357142857142856,6.0,28.599999999999998,2.2632421900423036
93,2025-12-06,3,4.71,4,5.0,6.47,11.1,0,4,45,0,0.942,0.7279752704791345,3.3614285714285717,5.0,14.129999999999999,2.2289322808567014
93,2025-12-07,5,4.82,3,19.9,7.58,6.38,0,4,32,0,1.205,0.6358839050131927,3.704285714285714,4.0,24.1,2.2376531285337355
93,2025-12-08,2,2.17,3,5.3,6.27,3.03,1,2,50,0,0.5425,0.34609250398724084,3.687142857142857,4.0,4.34,2.044103981544771
93,2025-12-09,5,5.13,5,9.7,7.58,5.91,1,5,56,0,0.855,0.6767810026385224,3.8542857142857136,4.0,25.65,2.154018563889936
93,2025-12-10,4,3.19,3,14.5,5.56,3.89,0,5,36,0,0.7975,0.5737410071942446,4.238571428571428,4.0,12.76,2.2646352774922915
93,2025-12-11,2,2.9,9,6.7,6.98,2.79,0,4,46,0,0.29,0.41547277936962745,4.091428571428572,3.0,5.8,1.8666076545231274
93,2025-12-12,1,4.11,4,7.0,6.4,10.72,0,1,31,0,0.8220000000000001,0.6421875,3.8614285714285717,2.0,4.11,1.7498004464285712
93,2025-12-13,5,3.18,2,9.8,7.04,6.5,1,2,52,0,1.06,0.45170454545454547,3.642857142857143,3.0,15.9,1.9961014610389607
93,2025-12-14,1,4.38,5,10.9,5.99,4.32,1,4,58,0,0.73,0.7312186978297162,3.5799999999999996,4.0,4.38,2.0198171953255426
93,2025-12-15,3,3.69,5,13.2,2.87,10.89,0,1,29,0,0.615,1.2857142857142856,3.7971428571428576,3.0,11.07,1.7615357142857144
93,2025-12-16,3,1.17,3,9.8,2.97,4.49,0,3,15,0,0.2925,0.39393939393939387,3.2314285714285718,2.0,3.51,1.4127126623376625
94,2025-11-17,5,4.04,3,15.5,1.32,3.8,0,2,7,0,1.01,3.0606060606060606,4.04,0.0,20.2,1.106409090909091
94,2025-11-18,3,2.17,1,10.7,5.27,4.63,0,4,32,0,1.085,0.411764705882353,3.105,0.0,6.51,1.249485294117647
94,2025-11-19,1,3.39,2,6.7,9.09,11.22,1,4,65,0,1.1300000000000001,0.37293729372937295,3.1999999999999997,1.0,3.39,1.499559405940594
94,2025-11-20,4,4.7,4,8.0,7.49,5.48,0,4,45,0,0.9400000000000001,0.6275033377837116,3.575,1.0,18.8,1.5073744993324432
94,2025-11-21,5,2.89,3,5.0,7.79,2.65,1,4,54,0,0.7225,0.37098844672657255,3.438,2.0,14.450000000000001,1.628626732991014
94,2025-11-22,3,6.66,8,5.0,5.46,4.5,0,1,27,0,0.74,1.2197802197802199,3.975,2.0,19.98,1.6685329670329667
94,2025-11-23,5,1.28,1,15.1,6.2,6.13,0,5,24,0,0.64,0.2064516129032258,3.5900000000000003,2.0,6.4,1.6700322580645162
94,2025-11-24,5,4.67,6,10.9,8.82,2.08,1,3,56,0,0.6671428571428571,0.5294784580498866,3.68,3.0,23.35,1.8580782312925173
94,2025-11-25,1,2.56,1,14.4,3.42,1.64,0,1,34,0,1.28,0.7485380116959065,3.735714285714286,3.0,2.56,2.0564335839598997
94,2025-11-26,3,3.82,5,9.1,5.64,3.85,1,3,52,0,0.6366666666666666,0.6773049645390071,3.7971428571428567,3.0,11.459999999999999,1.8603804457953392
94,2025-11-27,2,4.58,5,5.0,8.16,3.45,1,1,54,0,0.7633333333333333,0.5612745098039216,3.7800000000000002,4.0,9.16,2.1169754901960784
94,2025-11-28,2,5.69,6,9.3,7.21,6.92,0,4,44,0,0.812857142857143,0.7891816920943135,4.180000000000001,3.0,11.38,2.0201227461858533
94,2025-11-29,1,3.2,5,13.0,3.5,11.77,1,3,49,0,0.5333333333333333,0.9142857142857144,3.685714285714286,4.0,3.2,1.955238095238095
94,2025-11-30,4,3.34,4,7.9,7.45,2.86,1,2,45,0,0.6679999999999999,0.4483221476510067,3.98,5.0,13.36,2.360551677852349
94,2025-12-01,2,4.4,2,5.0,6.1,9.55,1,4,67,0,1.4666666666666668,0.7213114754098362,3.9414285714285717,5.0,8.8,2.587565183450429
94,2025-12-02,4,4.33,3,5.0,7.56,4.41,1,4,61,0,1.0825,0.5727513227513228,4.194285714285714,6.0,17.32,2.751248015873016
94,2025-12-03,3,2.32,1,15.1,6.55,1.63,0,2,33,0,1.16,0.35419847328244275,3.98,5.0,6.959999999999999,2.546870229007633
94,2025-12-04,3,3.21,3,5.0,6.54,3.69,0,5,39,0,0.8025,0.4908256880733945,3.7842857142857147,4.0,9.629999999999999,2.1425368610747055
94,2025-12-05,5,8.79,6,5.0,5.52,5.02,0,1,32,1,1.2557142857142856,1.5923913043478262,4.227142857142857,4.0,43.949999999999996,2.2687841614906827
94,2025-12-06,5,1.62,2,12.0,9.1,2.09,0,2,33,0,0.54,0.17802197802197803,4.001428571428571,3.0,8.100000000000001,1.9627252747252746
94,2025-12-07,2,5.49,7,5.1,6.93,4.61,1,2,56,0,0.68625,0.7922077922077922,4.308571428571429,3.0,10.98,2.01392775974026
94,2025-12-08,2,3.64,3,5.0,6.59,1.0,1,4,67,0,0.91,0.5523520485584219,4.2,3.0,7.28,2.095647192716237
94,2025-12-09,3,3.83,4,5.0,6.27,3.44,0,5,40,0,0.766,0.6108452950558214,4.128571428571428,2.0,11.49,1.815044634313055
94,2025-12-10,3,3.55,2,8.1,6.4,4.89,0,1,26,0,1.1833333333333333,0.5546874999999999,4.304285714285714,2.0,10.649999999999999,2.022249255952381
94,2025-12-11,3,6.34,10,11.0,5.34,4.01,0,1,33,1,0.5763636363636363,1.1872659176029963,4.751428571428571,2.0,19.02,1.8490659565153944
94,2025-12-12,4,5.06,4,5.0,7.02,3.93,1,3,65,0,1.012,0.7207977207977208,4.218571428571428,3.0,20.24,2.11165177045177
94,2025-12-13,1,2.37,2,7.7,5.56,5.16,0,4,30,0,0.79,0.42625899280575547,4.325714285714286,3.0,2.37,2.1102754367934224
94,2025-12-14,3,5.38,7,17.7,7.06,3.65,1,4,68,0,0.6725,0.7620396600566572,4.31,3.0,16.14,2.0140690509915014
94,2025-12-15,3,5.18,4,6.8,7.14,4.48,1,2,53,0,1.036,0.7254901960784313,4.529999999999999,3.0,15.54,2.2127764705882353
94,2025-12-16,2,7.35,10,13.8,6.45,4.87,0,1,41,1,0.6681818181818181,1.13953488372093,5.032857142857142,3.0,14.7,2.172790546662639
95,2025-11-17,1,5.94,5,5.4,6.98,1.66,0,5,43,0,0.9900000000000001,0.8510028653295129,5.94,0.0,5.94,2.000849570200573
95,2025-11-18,1,5.37,5,17.4,8.42,4.47,1,2,60,0,0.895,0.6377672209026128,5.655,1.0,5.37,2.1140849168646083
95,2025-11-19,3,3.43,5,9.6,8.3,4.34,0,3,36,0,0.5716666666666667,0.41325301204819276,4.913333333333333,1.0,10.290000000000001,1.8120953815261045
95,2025-11-20,2,3.15,3,16.5,7.56,2.59,0,5,33,0,0.7875,0.4166666666666667,4.4725,1.0,6.3,1.754875
95,2025-11-21,4,3.92,3,10.3,6.37,4.9,0,2,25,0,0.98,0.6153846153846153,4.362,1.0,15.68,1.7592923076923077
95,2025-11-22,4,3.74,2,9.7,7.12,1.42,0,1,38,0,1.2466666666666668,0.5252808988764045,4.258333333333334,1.0,14.96,1.8350411985018729
95,2025-11-23,3,8.07,10,12.9,1.0,3.59,0,4,34,1,0.7336363636363636,8.07,4.802857142857143,1.0,24.21,0.6871298701298705
95,2025-11-24,3,3.33,2,5.9,8.76,4.5,0,4,36,0,1.11,0.3801369863013699,4.43,1.0,9.99,1.8604794520547945
95,2025-11-25,1,5.3,10,11.4,6.83,3.43,0,5,43,0,0.4818181818181818,0.7759882869692533,4.42,0.0,5.3,1.3782381205909755
95,2025-11-26,4,9.85,10,5.0,6.82,6.14,0,5,48,1,0.8954545454545454,1.444281524926686,5.337142857142857,0.0,39.4,1.697909719312945
95,2025-11-27,3,1.91,4,5.0,3.25,5.7,1,4,36,0,0.382,0.5876923076923076,5.159999999999999,1.0,5.7299999999999995,1.7935461538461537
95,2025-11-28,1,2.9,1,10.6,7.05,3.89,0,3,36,0,1.45,0.41134751773049644,5.014285714285714,1.0,2.9,2.15008358662614
95,2025-11-29,4,3.16,3,7.2,2.39,9.65,0,4,18,0,0.79,1.3221757322175731,4.9314285714285715,1.0,12.64,1.7576022115959353
95,2025-11-30,1,0.5,1,7.9,7.19,4.54,0,3,26,0,0.25,0.06954102920723226,3.85,1.0,0.5,1.432068845618915
95,2025-12-01,2,7.16,6,8.3,3.55,4.3,0,1,36,1,1.022857142857143,2.016901408450704,4.397142857142857,1.0,14.32,1.5746076458752514
95,2025-12-02,1,3.46,4,5.0,6.28,3.9,0,1,26,0,0.692,0.5509554140127388,4.134285714285714,1.0,3.46,1.5998424021838034
95,2025-12-03,4,4.62,9,9.0,7.97,2.73,1,1,52,0,0.462,0.5796737766624843,3.3871428571428575,2.0,18.48,1.4908917906434844
95,2025-12-04,4,4.79,6,13.8,5.73,4.94,0,1,26,0,0.6842857142857143,0.8359511343804537,3.7985714285714285,1.0,19.16,1.4536787584143605
95,2025-12-05,5,2.23,2,11.9,8.72,3.69,0,3,32,0,0.7433333333333333,0.25573394495412843,3.7028571428571433,1.0,11.15,1.5326637177806903
95,2025-12-06,1,5.48,3,10.5,5.42,3.21,0,3,30,0,1.37,1.011070110701107,4.034285714285715,1.0,5.48,1.7381251976805483
95,2025-12-07,1,1.46,3,8.9,6.32,4.81,1,3,37,0,0.365,0.23101265822784808,4.171428571428572,2.0,1.46,1.7445266726943942
95,2025-12-08,1,5.17,4,5.0,6.98,4.79,0,3,41,0,1.034,0.7406876790830945,3.8871428571428575,2.0,5.17,1.816939705280393
95,2025-12-09,5,0.84,5,8.8,6.3,8.36,1,5,36,0,0.13999999999999999,0.13333333333333333,3.512857142857143,3.0,4.2,1.6828571428571428
95,2025-12-10,1,3.81,1,16.8,7.42,4.93,0,5,49,0,1.905,0.5134770889487871,3.3971428571428572,2.0,3.81,2.008871293800539
95,2025-12-11,1,3.74,2,8.6,3.53,2.52,0,2,22,0,1.2466666666666668,1.0594900849858357,3.2471428571428573,2.0,3.74,1.651552677728315
95,2025-12-12,2,3.73,4,17.8,8.0,9.84,1,1,45,0,0.746,0.46625,3.4614285714285713,3.0,7.46,1.8295910714285712
95,2025-12-13,5,7.0,5,15.2,1.01,2.94,0,3,36,1,1.1666666666666667,6.930693069306931,3.6785714285714284,3.0,35.0,1.0723008015087223
95,2025-12-14,1,4.91,5,14.6,6.89,9.36,1,2,62,0,0.8183333333333334,0.7126269956458636,4.171428571428572,3.0,4.91,2.0309511887483587
95,2025-12-15,5,5.96,3,12.1,7.91,4.68,0,4,43,0,1.49,0.7534766118836915,4.284285714285715,3.0,29.8,2.2937642225031607
95,2025-12-16,4,0.5,1,5.0,3.98,3.94,0,2,11,0,0.25,0.12562814070351758,4.235714285714286,2.0,2.0,1.739370064608758
96,2025-11-17,2,4.82,6,7.0,8.15,2.63,0,3,45,0,0.6885714285714286,0.5914110429447853,4.82,0.0,9.64,1.598288343558282
96,2025-11-18,3,8.99,10,6.2,6.29,5.17,1,3,64,1,0.8172727272727273,1.4292527821939587,6.905,1.0,26.97,2.343157537216361
96,2025-11-19,5,6.53,5,6.3,7.33,8.21,1,5,68,0,1.0883333333333334,0.8908594815825376,6.78,2.0,32.65,2.681287744429286
96,2025-11-20,1,1.95,1,10.2,6.62,5.13,1,2,51,0,0.975,0.2945619335347432,5.5725,3.0,1.95,2.5688157099697886
96,2025-11-21,5,3.47,5,17.2,6.56,4.52,0,4,33,0,0.5783333333333334,0.5289634146341464,5.152,3.0,17.35,2.268672154471545
96,2025-11-22,2,4.72,3,8.7,8.34,4.05,0,1,34,0,1.18,0.565947242206235,5.08,3.0,9.44,2.4521079136690647
96,2025-11-23,4,1.89,1,21.0,7.3,3.08,1,2,56,0,0.945,0.2589041095890411,4.624285714285714,4.0,7.56,2.4792000978473583
96,2025-11-24,5,9.84,10,5.0,4.35,8.92,1,3,63,1,0.8945454545454545,2.2620689655172415,5.341428571428572,5.0,49.2,2.5762091356918946
96,2025-11-25,2,3.17,1,18.4,6.23,4.61,1,4,57,0,1.585,0.5088282504012841,4.51,5.0,6.34,2.8314257624398076
96,2025-11-26,5,2.56,1,10.6,2.72,9.01,0,3,17,0,1.28,0.9411764705882353,3.942857142857143,4.0,12.8,2.2896806722689074
96,2025-11-27,4,5.55,6,11.5,1.35,4.97,0,3,22,1,0.7928571428571428,4.111111111111111,4.457142857142857,3.0,22.2,1.5979761904761904
96,2025-11-28,4,4.68,2,5.0,5.4,6.25,0,3,30,0,1.5599999999999998,0.8666666666666666,4.63,3.0,18.72,2.4050000000000002
96,2025-11-29,2,2.18,2,19.7,8.2,3.6,0,3,33,0,0.7266666666666667,0.26585365853658544,4.267142857142857,3.0,4.36,2.0945981416957027
96,2025-11-30,1,3.88,1,18.4,8.17,2.34,1,5,65,0,1.94,0.4749082007343941,4.551428571428572,3.0,3.88,2.5731923413184123
96,2025-12-01,3,2.45,2,10.9,6.48,2.54,1,1,42,0,0.8166666666666668,0.37808641975308643,3.4957142857142856,3.0,7.3500000000000005,1.8778346560846562
96,2025-12-02,5,3.02,3,5.0,2.67,5.71,0,2,18,0,0.755,1.1310861423220975,3.4742857142857138,2.0,15.1,1.536872792937399
96,2025-12-03,2,2.92,1,11.1,5.69,3.46,0,4,23,0,1.46,0.5131810193321616,3.525714285714286,2.0,5.84,1.8917371328144612
96,2025-12-04,5,1.27,1,6.8,6.89,1.96,1,3,36,0,0.635,0.18432510885341075,2.9142857142857146,3.0,6.35,1.6688869479577029
96,2025-12-05,5,1.31,1,6.4,6.64,8.07,1,3,44,0,0.655,0.19728915662650603,2.432857142857143,4.0,6.550000000000001,1.7295137693631668
96,2025-12-06,3,1.59,1,9.3,3.18,3.51,0,1,8,0,0.795,0.5,2.3485714285714288,4.0,4.7700000000000005,1.7078214285714288
96,2025-12-07,5,3.61,1,10.3,7.85,4.04,0,2,36,0,1.805,0.45987261146496816,2.31,3.0,18.05,1.8557691082802548
96,2025-12-08,3,3.01,4,13.0,7.24,3.84,1,2,58,0,0.602,0.4157458563535911,2.39,3.0,9.03,1.4653381215469614
96,2025-12-09,1,5.41,6,13.0,6.65,4.34,0,3,40,0,0.7728571428571429,0.8135338345864661,2.7314285714285718,3.0,5.41,1.5678984962406017
96,2025-12-10,4,3.36,6,5.9,1.53,4.02,0,3,18,0,0.48,2.1960784313725488,2.794285714285714,3.0,13.44,1.276873949579832
96,2025-12-11,4,2.89,1,7.3,5.32,4.56,1,4,46,0,1.445,0.543233082706767,3.025714285714286,3.0,11.56,1.931979323308271
96,2025-12-12,2,4.58,3,12.2,5.96,9.68,0,5,43,0,1.145,0.7684563758389262,3.4928571428571433,2.0,9.16,1.733338686481304
96,2025-12-13,1,4.5,6,9.7,5.87,3.83,0,2,26,0,0.6428571428571429,0.7666098807495741,3.9085714285714284,2.0,4.5,1.6825799464589926
96,2025-12-14,3,5.08,7,11.1,4.65,3.47,0,5,31,0,0.635,1.0924731182795697,4.118571428571429,2.0,15.24,1.6939504608294935
96,2025-12-15,5,4.48,3,5.7,6.31,5.94,1,1,48,0,1.12,0.7099841521394613,4.328571428571428,2.0,22.400000000000002,1.9840738057505092
96,2025-12-16,5,2.9,2,14.9,6.26,6.0,0,5,31,0,0.9666666666666667,0.46325878594249204,3.9699999999999998,2.0,14.5,1.8598445154419594
97,2025-11-17,1,2.91,1,23.6,8.23,4.68,1,3,57,0,1.455,0.353584447144593,2.91,1.0,2.91,1.529212332928311
97,2025-11-18,3,4.58,3,17.7,7.4,3.63,1,4,59,0,1.145,0.6189189189189189,3.745,2.0,13.74,1.831412162162162
97,2025-11-19,5,0.74,1,5.0,6.8,2.76,0,2,5,0,0.37,0.10882352941176471,2.7433333333333336,2.0,3.7,1.3361764705882353
97,2025-11-20,3,9.45,8,8.3,3.52,3.27,1,1,66,1,1.0499999999999998,2.684659090909091,4.42,3.0,28.349999999999998,1.8908011363636363
97,2025-11-21,3,8.95,9,5.7,6.52,3.19,1,2,65,1,0.8949999999999999,1.3726993865030674,5.326,4.0,26.849999999999998,2.50514509202454
97,2025-11-22,3,3.94,5,10.4,5.06,4.66,0,5,30,0,0.6566666666666666,0.7786561264822135,5.095,4.0,11.82,2.4415349143610015
97,2025-11-23,3,5.3,5,5.0,6.95,2.53,0,5,47,0,0.8833333333333333,0.7625899280575539,5.124285714285714,4.0,15.899999999999999,2.5320638917437477
97,2025-11-24,5,4.55,5,12.5,2.56,6.27,0,4,26,0,0.7583333333333333,1.77734375,5.3585714285714285,3.0,22.75,2.206386532738095
97,2025-11-25,4,4.81,6,11.9,5.67,11.93,0,2,30,0,0.687142857142857,0.8483245149911816,5.391428571428571,2.0,19.24,2.130679894179894
