student_id,date,difficulty_level,study_hours,break_count,avg_break_duration,sleep_hours,screen_time,revision_done,mood_score,performance_score,burnout_risk
75,2025-12-07,1,6.84,6,9.8,7.66,3.22,0,4,49,0
75,2025-12-08,3,4.73,5,6.5,1.34,4.31,1,1,40,0
75,2025-12-09,5,4.44,6,5.1,6.57,3.94,0,2,27,0
75,2025-12-10,4,2.6,1,9.7,7.85,3.95,0,5,37,0
75,2025-12-11,3,5.54,6,10.2,7.1,2.73,0,1,32,0
75,2025-12-12,4,4.21,6,13.4,7.85,7.94,1,4,62,0
75,2025-12-13,4,2.15,2,7.5,7.97,4.21,0,4,24,0
75,2025-12-14,4,3.94,5,8.7,7.28,2.72,0,5,32,0
75,2025-12-15,1,1.31,1,7.3,8.02,4.76,0,5,39,0
75,2025-12-16,1,0.98,1,13.2,7.65,3.89,1,5,55,0
76,2025-11-17,5,5.67,6,5.0,6.97,3.98,1,5,62,0
76,2025-11-18,1,4.47,5,9.0,1.85,3.83,0,5,29,0
76,2025-11-19,5,0.5,1,6.3,4.66,2.42,1,5,43,0
76,2025-11-20,4,3.38,2,12.6,5.79,8.62,0,3,33,0
76,2025-11-21,5,3.92,1,14.3,5.79,4.09,1,4,56,0
76,2025-11-22,2,3.67,4,5.0,4.64,4.3,0,2,28,0
76,2025-11-23,1,0.5,1,15.1,6.26,4.72,0,1,19,0
76,2025-11-24,4,5.04,4,5.0,8.25,2.86,0,5,53,0
76,2025-11-25,3,3.75,4,9.2,6.04,2.04,0,3,38,0
76,2025-11-26,5,3.47,2,13.4,7.51,4.85,1,4,57,0
76,2025-11-27,3,3.6,5,12.7,7.06,5.53,1,1,41,0
76,2025-11-28,2,2.01,1,9.6,7.63,3.32,0,4,36,0
76,2025-11-29,3,5.28,4,5.3,4.97,4.87,1,5,59,0
76,2025-11-30,4,9.35,9,9.6,6.3,8.22,1,1,72,1
76,2025-12-01,5,2.98,1,18.9,8.07,2.43,1,3,59,0
76,2025-12-02,3,4.25,7,9.0,6.04,5.91,1,3,63,0
76,2025-12-03,5,3.82,1,8.5,5.43,6.06,1,4,46,0
76,2025-12-04,1,5.75,5,5.0,8.15,5.48,0,5,56,0
76,2025-12-05,1,1.49,1,9.3,7.13,2.83,0,1,28,0
76,2025-12-06,1,2.87,3,9.5,2.17,3.07,0,3,26,0
76,2025-12-07,5,1.12,1,5.0,5.13,4.06,0,4,21,0
76,2025-12-08,1,2.07,1,18.1,7.91,5.43,1,4,53,0
76,2025-12-09,1,6.14,8,9.6,5.62,4.61,1,4,62,0
76,2025-12-10,3,4.78,2,6.9,7.63,10.29,0,1,32,0
76,2025-12-11,2,5.07,5,5.0,6.03,2.61,0,5,36,0
76,2025-12-12,2,5.44,4,5.0,9.24,5.39,1,5,73,0
76,2025-12-13,4,3.47,3,14.6,7.21,10.47,0,2,32,0
76,2025-12-14,4,1.43,1,10.8,5.44,3.13,1,1,34,0
76,2025-12-15,4,3.23,5,11.7,6.76,3.05,0,4,41,0
76,2025-12-16,5,5.76,5,12.1,6.36,3.2,0,5,45,0
77,2025-11-17,3,2.78,4,9.5,9.44,6.61,0,3,40,0
77,2025-11-18,5,1.73,6,6.2,2.54,5.42,0,1,12,0
77,2025-11-19,4,4.95,6,7.3,6.18,3.07,1,2,50,0
77,2025-11-20,2,2.08,3,13.7,8.98,2.89,0,4,36,0
77,2025-11-21,1,0.5,1,8.2,7.35,3.28,0,3,26,0
77,2025-11-22,4,5.48,4,12.3,7.25,4.09,1,4,58,0
77,2025-11-23,5,8.55,7,8.1,5.32,2.48,1,5,69,1
77,2025-11-24,2,3.05,2,5.0,6.96,6.05,0,3,42,0
77,2025-11-25,3,5.68,7,5.0,8.51,5.72,0,3,43,0
77,2025-11-26,1,6.37,8,13.0,2.65,6.54,1,1,49,1
77,2025-11-27,5,2.42,4,15.4,8.14,3.63,0,2,23,0
77,2025-11-28,4,4.54,6,15.2,7.86,5.48,0,2,37,0
77,2025-11-29,1,2.71,1,15.7,6.21,3.48,0,3,29,0
77,2025-11-30,2,1.71,1,13.0,8.18,10.81,0,5,41,0
77,2025-12-01,2,1.9,5,5.2,4.34,11.27,0,5,22,0
77,2025-12-02,5,7.53,7,5.0,6.76,2.81,1,4,67,0
77,2025-12-03,2,4.15,3,6.9,6.66,3.4,1,4,61,0
77,2025-12-04,4,2.32,7,8.8,1.17,4.82,1,2,37,0
77,2025-12-05,1,2.63,3,6.4,2.23,4.37,0,3,30,0
77,2025-12-06,1,9.87,9,12.5,1.0,4.04,1,5,75,1
77,2025-12-07,5,2.79,3,5.0,3.96,2.92,1,4,45,0
77,2025-12-08,2,4.66,3,15.4,2.95,8.02,0,4,32,0
77,2025-12-09,4,5.65,7,12.4,7.45,1.0,0,4,39,0
77,2025-12-10,3,3.51,5,7.1,6.37,3.94,0,2,24,0
77,2025-12-11,3,3.62,3,23.0,8.12,11.77,1,4,58,0
77,2025-12-12,5,2.57,4,7.1,7.86,5.21,0,1,22,0
77,2025-12-13,1,0.8,1,19.1,7.79,5.84,1,1,46,0
77,2025-12-14,2,5.24,4,5.0,6.36,1.0,1,4,57,0
77,2025-12-15,5,2.64,3,13.3,3.02,1.5,1,5,40,0
77,2025-12-16,5,1.31,3,11.7,3.92,3.68,1,4,33,0
78,2025-11-17,5,5.16,7,5.0,9.02,5.97,1,4,59,0
78,2025-11-18,1,8.72,10,5.0,4.41,5.26,1,2,63,1
78,2025-11-19,2,8.85,10,11.1,5.83,10.03,1,1,66,1
78,2025-11-20,2,2.62,2,5.0,8.7,5.13,1,2,48,0
78,2025-11-21,3,2.97,8,5.0,8.02,3.35,1,1,56,0
78,2025-11-22,1,1.76,1,12.0,7.49,1.43,1,1,42,0
78,2025-11-23,4,2.36,1,10.9,8.88,4.37,0,2,30,0
78,2025-11-24,4,3.02,5,12.2,4.59,4.41,1,5,62,0
78,2025-11-25,4,4.07,3,6.8,7.14,1.0,0,2,29,0
78,2025-11-26,3,1.89,2,5.0,2.67,3.14,0,2,19,0
78,2025-11-27,4,3.0,1,10.1,3.78,3.27,1,1,38,0
78,2025-11-28,3,3.16,1,6.9,7.82,5.27,0,4,44,0
78,2025-11-29,5,3.24,2,16.3,6.93,3.89,0,5,41,0
78,2025-11-30,1,3.74,4,10.1,5.88,4.22,0,5,47,0
78,2025-12-01,3,6.23,8,5.5,5.61,2.21,1,2,61,0
78,2025-12-02,3,4.1,2,5.0,7.19,3.1,0,1,32,0
78,2025-12-03,3,1.84,1,5.0,5.65,3.68,1,2,36,0
78,2025-12-04,2,3.35,5,17.1,3.46,9.96,0,3,32,0
78,2025-12-05,2,2.1,1,15.0,8.2,4.37,1,1,53,0
78,2025-12-06,5,1.93,2,13.0,7.0,3.89,0,5,28,0
78,2025-12-07,3,4.43,3,18.5,3.17,3.63,1,1,50,0
78,2025-12-08,3,3.99,2,14.8,6.42,1.73,0,4,39,0
78,2025-12-09,1,2.24,1,6.0,8.43,5.8,1,1,52,0
78,2025-12-10,4,2.54,4,10.1,6.52,1.08,0,1,22,0
78,2025-12-11,4,1.44,1,16.8,8.08,6.38,0,4,36,0
78,2025-12-12,1,3.24,5,12.9,5.78,5.0,0,1,9,0
78,2025-12-13,1,5.82,8,9.4,7.02,3.37,1,1,55,0
78,2025-12-14,3,4.29,6,9.7,6.85,2.82,0,2,37,0
78,2025-12-15,5,4.89,4,10.6,7.4,5.09,0,1,34,0
78,2025-12-16,2,1.26,1,18.8,6.78,3.88,0,5,28,0
79,2025-11-17,1,9.87,8,5.0,4.98,4.22,0,1,45,1
79,2025-11-18,5,2.98,2,8.8,7.16,11.45,0,4,24,0
79,2025-11-19,3,2.54,3,18.6,2.19,2.42,0,4,26,0
79,2025-11-20,3,1.79,3,9.5,7.19,4.85,1,2,52,0
79,2025-11-21,5,3.92,5,7.8,2.49,11.95,1,2,37,1
79,2025-11-22,2,3.01,5,10.6,5.54,2.47,0,4,35,0
79,2025-11-23,5,5.38,4,13.0,6.28,5.96,1,4,63,0
79,2025-11-24,5,0.69,1,8.6,5.94,4.15,1,5,40,0
79,2025-11-25,3,2.88,9,18.9,6.88,4.1,1,4,56,0
79,2025-11-26,1,3.94,1,7.5,5.14,4.39,1,3,49,0
79,2025-11-27,5,2.86,1,6.6,6.28,5.63,0,2,15,0
79,2025-11-28,1,4.91,5,16.4,7.99,2.77,1,3,71,0
79,2025-11-29,4,4.95,2,10.9,6.01,4.45,1,2,53,0
79,2025-11-30,2,2.07,3,10.2,5.86,4.37,0,2,27,0
79,2025-12-01,5,2.82,2,5.0,6.61,3.6,1,4,57,0
79,2025-12-02,4,3.57,2,16.3,7.9,3.08,0,5,39,0
79,2025-12-03,3,7.32,5,19.4,5.98,4.8,0,4,47,0
79,2025-12-04,3,2.34,2,9.9,6.26,2.64,0,4,36,0
79,2025-12-05,3,1.61,2,10.4,8.16,3.68,1,1,53,0
79,2025-12-06,2,3.82,4,11.6,8.11,2.77,0,4,38,0
79,2025-12-07,1,2.95,3,8.0,7.35,5.71,0,2,30,0
79,2025-12-08,2,4.71,8,8.5,6.96,5.32,0,2,32,0
79,2025-12-09,5,7.3,7,7.8,6.41,2.99,1,3,64,0
79,2025-12-10,1,3.3,5,7.3,9.64,4.12,0,2,42,0
79,2025-12-11,3,3.91,3,7.1,1.36,3.88,1,3,39,0
79,2025-12-12,2,4.01,5,5.0,7.44,3.42,1,5,64,0
79,2025-12-13,5,2.41,1,8.4,1.95,8.0,0,5,18,0
79,2025-12-14,4,4.84,7,8.0,6.31,3.42,1,2,52,0
79,2025-12-15,4,3.22,2,12.5,7.83,3.99,1,2,54,0
79,2025-12-16,4,3.91,4,8.9,7.32,4.06,0,3,37,0
80,2025-11-17,5,5.26,4,6.3,5.99,3.14,0,5,42,0
80,2025-11-18,2,0.5,1,21.0,8.06,3.65,0,4,30,0
80,2025-11-19,2,0.5,1,13.9,7.1,1.0,1,1,35,0
80,2025-11-20,5,2.41,1,12.6,6.82,9.58,0,2,26,0
80,2025-11-21,2,3.54,6,19.9,7.62,6.01,1,2,51,0
80,2025-11-22,3,4.39,4,5.2,9.1,1.33,0,5,46,0
80,2025-11-23,2,3.61,3,5.0,8.14,5.83,0,2,38,0
80,2025-11-24,2,4.26,3,20.4,7.09,3.43,0,2,29,0
80,2025-11-25,4,5.76,4,18.7,7.42,3.09,0,2,32,0
80,2025-11-26,3,5.67,6,5.0,8.09,3.24,1,2,58,0
80,2025-11-27,4,3.34,5,7.7,5.98,4.02,1,5,59,0
80,2025-11-28,4,4.71,6,9.3,6.9,10.49,1,1,53,0
80,2025-11-29,4,4.28,5,13.8,8.38,4.95,0,3,42,0
80,2025-11-30,5,4.56,6,10.0,6.41,5.57,1,1,58,0
80,2025-12-01,5,3.73,1,5.0,7.24,3.27,0,4,38,0
80,2025-12-02,2,2.09,1,6.0,8.35,3.15,0,2,30,0
80,2025-12-03,5,2.15,2,7.9,6.62,1.79,0,1,23,0
80,2025-12-04,3,1.65,3,22.4,7.1,7.03,0,5,43,0
80,2025-12-05,2,3.7,2,11.4,8.9,3.46,0,5,50,0
80,2025-12-06,3,2.52,1,5.0,7.54,3.99,0,4,33,0
80,2025-12-07,3,6.2,5,10.1,4.61,2.32,0,1,30,0
80,2025-12-08,3,1.92,1,12.0,8.67,3.27,0,3,34,0
80,2025-12-09,1,7.11,7,12.2,1.0,5.58,0,2,31,1
80,2025-12-10,1,3.94,4,8.9,6.7,10.96,0,4,40,0
80,2025-12-11,5,4.11,5,17.0,6.81,7.32,1,1,52,0
80,2025-12-12,4,3.71,4,11.5,7.83,1.87,1,3,52,0
80,2025-12-13,2,5.7,5,11.1,7.25,3.87,0,5,58,0
80,2025-12-14,5,1.69,1,5.0,8.11,4.57,1,3,48,0
80,2025-12-15,3,3.22,5,19.9,7.34,3.86,1,5,64,0
80,2025-12-16,2,4.9,6,5.0,3.94,3.78,1,1,50,0
81,2025-11-17,3,0.5,1,5.0,5.55,3.02,1,3,39,0
81,2025-11-18,5,3.15,3,10.9,5.68,4.67,0,3,27,0
81,2025-11-19,3,4.31,7,5.7,4.55,4.24,1,1,47,0
81,2025-11-20,1,7.56,8,10.6,5.26,4.27,0,4,51,1
81,2025-11-21,2,4.65,5,5.1,7.69,4.36,1,4,64,0
81,2025-11-22,4,5.46,6,12.3,7.58,2.99,1,5,69,0
81,2025-11-23,1,7.85,5,13.0,5.64,2.89,1,3,67,0
81,2025-11-24,1,6.07,8,12.3,5.32,5.05,0,3,43,0
81,2025-11-25,1,3.2,2,10.0,2.36,5.01,0,5,28,0
81,2025-11-26,3,1.7,2,8.7,10.0,1.0,1,3,59,0
81,2025-11-27,5,0.5,1,12.9,7.05,4.83,0,3,22,0
81,2025-11-28,1,2.28,3,7.5,5.57,2.35,0,2,30,0
81,2025-11-29,2,1.55,1,10.8,8.83,4.41,1,4,46,0
81,2025-11-30,5,4.59,3,12.0,6.74,4.48,1,2,58,0
81,2025-12-01,1,3.4,4,22.8,5.08,3.63,1,1,53,0
81,2025-12-02,2,6.34,7,6.1,4.76,3.03,0,1,35,0
81,2025-12-03,5,2.33,2,12.2,8.09,4.86,1,5,58,0
81,2025-12-04,5,3.3,3,19.7,7.01,5.26,0,3,29,0
81,2025-12-05,1,2.75,1,5.5,7.29,8.83,1,4,61,0
81,2025-12-06,4,9.34,10,7.2,6.01,5.91,0,2,46,1
81,2025-12-07,2,3.83,2,5.0,7.2,1.8,0,1,26,0
81,2025-12-08,3,4.2,6,13.9,6.81,4.84,0,5,40,0
81,2025-12-09,4,7.4,9,6.7,5.56,3.35,0,5,52,1
81,2025-12-10,4,4.9,3,5.1,2.07,5.21,1,3,38,0
81,2025-12-11,4,2.71,1,9.7,7.95,7.31,0,5,36,0
81,2025-12-12,2,5.15,4,11.2,6.44,3.75,0,4,36,0
81,2025-12-13,4,3.05,4,5.0,6.35,5.24,1,4,55,0
81,2025-12-14,5,1.27,3,14.6,7.11,4.26,0,2,19,0
81,2025-12-15,3,2.74,2,11.0,6.71,6.82,0,2,32,0
81,2025-12-16,3,2.25,3,12.3,7.47,3.2,1,1,44,0
82,2025-11-17,1,0.5,1,5.0,7.13,7.52,1,1,43,0
82,2025-11-18,4,4.68,5,16.9,7.99,1.71,0,4,41,0
82,2025-11-19,2,3.19,3,15.5,6.61,6.9,0,1,18,0
82,2025-11-20,4,2.31,1,6.7,5.55,2.02,1,5,53,0
82,2025-11-21,3,3.71,4,16.9,6.99,3.96,1,5,66,0
82,2025-11-22,4,3.8,1,8.7,5.96,2.55,1,5,57,0
82,2025-11-23,3,2.81,3,5.0,7.28,4.04,1,5,53,0
82,2025-11-24,2,1.98,1,12.9,5.64,3.48,0,2,24,0
82,2025-11-25,5,3.84,4,5.0,7.37,3.23,0,2,27,0
82,2025-11-26,1,1.78,3,5.0,2.86,3.77,0,3,31,0
82,2025-11-27,5,3.63,4,9.0,8.73,6.12,0,5,40,0
82,2025-11-28,1,4.7,4,12.4,5.87,11.47,1,5,58,0
82,2025-11-29,4,5.12,3,11.2,6.43,4.28,1,5,55,0
82,2025-11-30,4,3.61,2,8.1,6.56,5.14,1,5,64,0
82,2025-12-01,2,1.63,2,8.5,6.06,4.46,1,3,43,0
82,2025-12-02,2,2.47,1,12.7,8.38,2.72,1,3,52,0
82,2025-12-03,5,3.09,2,11.6,6.44,4.71,1,3,46,0
82,2025-12-04,5,2.4,2,11.1,7.51,2.57,0,4,42,0
82,2025-12-05,3,3.06,2,9.0,4.97,1.4,0,2,24,0
82,2025-12-06,1,3.16,2,5.7,7.71,4.84,0,5,39,0
82,2025-12-07,5,2.7,1,7.2,7.59,2.06,1,1,44,0
82,2025-12-08,2,9.36,10,18.5,2.53,2.21,0,2,42,1
82,2025-12-09,4,7.43,9,15.5,4.78,4.64,0,2,32,1
82,2025-12-10,4,8.47,6,6.5,5.73,4.29,0,1,49,0
82,2025-12-11,2,3.98,3,6.6,8.26,4.5,0,1,34,0
82,2025-12-12,5,1.2,3,18.6,1.4,4.98,0,4,11,0
82,2025-12-13,3,0.5,2,8.2,9.52,1.0,0,4,35,0
82,2025-12-14,2,3.99,4,13.9,6.4,3.27,1,2,55,0
82,2025-12-15,4,2.83,3,7.6,5.63,9.01,0,2,37,0
82,2025-12-16,5,6.35,10,6.6,1.17,4.0,0,3,17,1
83,2025-11-17,4,3.8,3,6.5,6.37,6.2,0,1,26,0
83,2025-11-18,4,6.65,8,7.4,1.39,4.32,1,5,65,1
83,2025-11-19,3,2.24,1,8.1,4.93,4.62,0,2,27,0
83,2025-11-20,3,4.22,2,5.0,6.06,6.64,0,3,44,0
83,2025-11-21,5,1.43,1,5.0,1.91,6.32,1,5,34,0
83,2025-11-22,3,3.28,5,6.4,6.1,6.0,1,2,32,0
83,2025-11-23,5,9.7,7,10.0,4.36,3.68,1,4,72,1
83,2025-11-24,5,3.85,2,7.4,7.54,2.7,1,2,41,0
83,2025-11-25,2,4.63,5,11.2,6.37,1.29,1,5,62,0
83,2025-11-26,1,3.05,3,14.2,8.38,5.49,0,4,36,0
83,2025-11-27,3,5.11,6,6.3,8.29,4.32,1,2,54,0
83,2025-11-28,2,3.46,3,6.4,7.82,10.67,1,2,49,0
83,2025-11-29,2,9.21,8,6.3,6.96,2.94,0,2,62,1
83,2025-11-30,4,4.15,4,10.5,9.12,1.99,0,1,22,0
83,2025-12-01,3,2.82,1,8.3,3.13,5.33,0,3,30,0
83,2025-12-02,4,3.22,4,8.7,6.66,6.89,0,5,25,0
83,2025-12-03,4,0.5,1,11.5,1.59,2.42,1,2,23,0
83,2025-12-04,1,2.56,3,9.3,7.59,2.49,0,2,35,0
83,2025-12-05,3,4.22,4,11.7,7.31,3.84,0,3,29,0
83,2025-12-06,1,3.03,3,5.0,1.93,4.51,1,1,32,0
83,2025-12-07,2,9.24,8,9.2,7.13,3.75,0,3,55,1
83,2025-12-08,2,5.17,7,12.3,1.76,8.55,0,4,36,1
83,2025-12-09,3,2.06,4,13.2,6.01,5.32,0,4,31,0
83,2025-12-10,3,4.3,3,10.2,7.07,4.25,0,5,40,0
83,2025-12-11,5,9.72,10,19.9,5.41,8.44,1,4,61,1
83,2025-12-12,4,3.48,1,5.0,4.81,4.99,0,3,19,0
83,2025-12-13,2,0.66,1,5.0,7.66,8.49,0,1,22,0
83,2025-12-14,5,5.57,3,9.0,7.18,2.87,0,1,33,0
83,2025-12-15,2,3.58,3,5.0,4.32,1.92,1,5,57,0
83,2025-12-16,1,5.83,6,5.0,2.31,2.28,0,5,41,0
84,2025-11-17,1,3.92,6,15.7,6.71,7.06,0,4,44,0
84,2025-11-18,4,6.05,8,9.3,4.52,1.81,1,1,50,0
84,2025-11-19,1,3.67,4,5.0,6.23,5.41,0,5,36,0
84,2025-11-20,5,2.34,3,7.6,5.69,4.07,0,4,31,0
84,2025-11-21,2,4.04,5,5.0,6.52,8.04,0,1,29,0
84,2025-11-22,5,0.94,2,9.6,7.6,6.05,0,1,9,0
84,2025-11-23,1,3.13,4,12.9,7.33,2.22,0,5,48,0
84,2025-11-24,5,2.83,4,10.8,3.4,2.14,1,3,42,0
84,2025-11-25,3,3.69,1,9.4,5.8,5.18,1,2,48,0
84,2025-11-26,3,1.01,1,5.0,6.89,1.0,0,3,36,0
84,2025-11-27,1,2.92,8,11.3,7.52,4.57,1,1,51,0
84,2025-11-28,3,2.34,4,20.6,6.65,1.0,0,4,29,0
84,2025-11-29,2,3.05,1,5.1,5.78,3.8,0,5,34,0
84,2025-11-30,4,1.49,2,5.0,7.14,3.58,0,2,16,0
84,2025-12-01,5,4.1,3,5.0,5.99,4.28,0,5,40,0
84,2025-12-02,1,1.79,1,18.9,6.9,2.52,0,4,27,0
84,2025-12-03,3,3.53,2,5.4,8.19,3.68,1,3,58,0
84,2025-12-04,3,4.34,6,6.6,6.56,6.92,1,2,56,0
84,2025-12-05,5,3.65,1,12.2,9.14,2.84,0,3,41,0
84,2025-12-06,1,1.75,3,12.2,6.45,3.36,0,5,42,0
84,2025-12-07,2,6.0,6,16.0,6.31,8.16,1,5,65,0
84,2025-12-08,2,2.67,2,17.2,6.53,3.7,1,1,47,0
84,2025-12-09,3,1.24,1,16.4,7.5,3.94,0,2,23,0
84,2025-12-10,3,2.98,2,5.0,6.67,4.9,0,4,34,0
84,2025-12-11,2,4.46,2,5.0,6.57,6.26,0,2,27,0
84,2025-12-12,5,2.25,1,5.3,8.39,4.15,0,4,32,0
84,2025-12-13,1,1.98,1,7.5,5.29,2.9,0,3,22,0
84,2025-12-14,2,2.28,4,14.3,1.66,3.6,0,5,21,0
84,2025-12-15,3,3.67,3,8.9,7.29,1.27,0,4,42,0
84,2025-12-16,1,3.47,3,7.7,2.52,6.72,0,4,28,0
85,2025-11-17,5,2.41,1,10.1,7.62,4.83,1,4,49,0
85,2025-11-18,2,1.09,1,5.0,3.18,1.0,0,2,17,0
85,2025-11-19,4,3.72,1,9.9,6.34,5.41,1,3,50,0
85,2025-11-20,3,2.77,2,6.4,5.42,3.06,0,5,34,0
85,2025-11-21,5,1.45,5,6.8,7.18,4.78,0,1,12,0
85,2025-11-22,2,0.5,2,6.7,6.36,4.24,0,3,29,0
85,2025-11-23,2,2.91,4,5.0,7.68,3.16,0,4,42,0
85,2025-11-24,3,4.91,4,5.0,5.63,10.58,1,2,45,0
85,2025-11-25,1,6.71,5,13.0,5.95,8.46,0,5,51,0
85,2025-11-26,5,7.21,5,7.3,5.29,3.37,0,3,51,0
85,2025-11-27,3,3.73,2,14.4,6.07,8.11,1,3,49,0
85,2025-11-28,4,2.6,1,11.9,6.87,11.64,0,3,31,0
85,2025-11-29,4,3.94,3,9.7,6.53,3.26,1,5,54,0
85,2025-11-30,1,1.47,3,9.3,3.21,1.99,0,3,23,0
85,2025-12-01,1,2.55,1,5.3,7.43,5.5,1,1,52,0
85,2025-12-02,3,3.75,1,5.0,7.11,3.46,0,1,28,0
85,2025-12-03,1,3.2,1,5.0,5.87,4.11,1,4,61,0
85,2025-12-04,3,3.89,3,5.0,5.69,4.34,0,2,23,0
85,2025-12-05,2,2.36,3,7.5,6.38,5.34,1,2,45,0
85,2025-12-06,2,5.14,7,18.8,4.13,4.54,0,1,24,0
85,2025-12-07,3,3.2,4,10.8,7.1,2.5,0,2,29,0
85,2025-12-08,3,3.3,5,8.3,7.92,3.25,0,2,31,0
85,2025-12-09,1,4.48,2,7.1,8.59,5.17,0,4,48,0
85,2025-12-10,5,2.04,7,14.2,5.22,5.27,0,2,10,0
85,2025-12-11,5,2.5,2,16.9,4.9,4.62,0,4,20,0
85,2025-12-12,4,3.44,1,21.7,7.32,4.28,0,3,33,0
85,2025-12-13,2,4.64,5,15.3,5.93,4.46,0,2,30,0
85,2025-12-14,5,3.2,3,8.7,5.03,2.74,0,2,29,0
85,2025-12-15,4,3.81,5,15.7,7.66,4.72,0,5,35,0
85,2025-12-16,3,3.79,4,19.1,5.56,7.37,0,3,22,0
86,2025-11-17,2,2.92,2,13.4,5.58,3.68,1,1,43,0
86,2025-11-18,3,2.5,4,6.5,6.13,4.22,0,4,46,0
86,2025-11-19,3,4.71,6,15.3,6.84,6.09,0,2,30,0
86,2025-11-20,2,2.6,1,15.0,6.17,3.42,0,2,32,0
86,2025-11-21,4,3.38,2,13.5,6.56,5.45,1,2,45,0
86,2025-11-22,2,4.23,8,10.7,1.78,1.0,0,3,24,0
86,2025-11-23,2,2.07,3,18.3,8.06,4.61,0,5,42,0
86,2025-11-24,3,5.09,4,13.1,7.53,1.91,1,4,76,0
86,2025-11-25,5,2.51,4,5.2,5.79,2.77,0,1,16,0
86,2025-11-26,5,3.26,1,5.0,7.41,5.81,0,4,36,0
86,2025-11-27,3,5.03,7,10.2,6.95,3.89,0,5,40,0
86,2025-11-28,5,3.02,3,5.0,5.78,5.64,0,1,26,0
86,2025-11-29,3,4.33,6,13.8,6.76,6.27,1,4,65,0
86,2025-11-30,4,3.03,5,7.3,6.42,5.61,1,4,49,0
86,2025-12-01,4,3.14,2,16.1,6.64,4.32,0,2,23,0
86,2025-12-02,1,5.0,5,6.8,6.79,3.77,0,1,38,0
86,2025-12-03,1,4.92,6,5.0,7.48,3.25,1,4,70,0
86,2025-12-04,1,5.22,4,5.7,6.57,8.28,1,4,65,0
86,2025-12-05,2,4.06,6,20.8,7.65,1.77,0,5,45,0
86,2025-12-06,5,1.76,1,10.9,8.04,3.58,0,5,31,0
86,2025-12-07,1,2.45,3,8.4,6.13,3.69,0,5,40,0
86,2025-12-08,4,7.18,8,13.1,5.34,5.44,0,4,46,1
86,2025-12-09,2,2.98,4,5.0,5.7,4.85,1,5,65,0
86,2025-12-10,5,3.43,6,11.6,8.48,3.42,0,3,28,0
86,2025-12-11,1,2.65,1,9.4,5.4,5.2,0,2,30,0
86,2025-12-12,2,2.11,1,13.4,7.81,5.5,1,4,54,0
86,2025-12-13,2,3.43,4,18.2,6.73,5.61,0,3,35,0
86,2025-12-14,5,1.29,2,5.0,4.37,3.38,0,3,18,0
86,2025-12-15,2,1.69,1,6.3,5.93,4.22,0,4,31,0
86,2025-12-16,2,0.57,1,13.2,8.33,2.49,0,1,28,0
87,2025-11-17,3,3.09,3,20.9,8.68,3.85,1,3,54,0
87,2025-11-18,4,1.67,2,9.2,7.6,5.17,1,4,39,0
87,2025-11-19,5,3.66,8,13.7,4.7,5.16,0,5,28,0
87,2025-11-20,5,4.47,6,14.2,6.19,4.02,1,4,54,0
87,2025-11-21,3,2.9,1,10.1,2.72,4.16,1,4,52,0
87,2025-11-22,2,8.54,8,5.0,7.17,11.77,0,1,47,1
87,2025-11-23,1,3.17,4,15.2,5.73,2.02,0,4,48,0
87,2025-11-24,5,5.16,3,16.3,7.71,2.54,0,5,50,0
87,2025-11-25,4,3.99,3,10.5,7.72,5.5,0,2,28,0
87,2025-11-26,5,5.07,6,19.3,5.22,3.71,1,3,57,0
87,2025-11-27,1,7.02,8,9.9,4.67,3.29,1,2,61,0
87,2025-11-28,4,1.2,2,8.4,1.7,5.96,0,3,7,0
87,2025-11-29,2,1.31,1,10.9,7.44,8.59,0,5,36,0
87,2025-11-30,1,0.97,1,12.0,6.93,3.2,0,3,23,0
87,2025-12-01,2,6.16,6,6.0,4.38,4.04,0,1,32,0
87,2025-12-02,5,3.43,2,5.3,3.08,1.9,1,4,50,0
87,2025-12-03,2,4.96,3,8.6,6.78,3.61,1,2,56,0
87,2025-12-04,5,2.81,2,14.2,6.78,2.66,1,2,48,0
87,2025-12-05,2,1.44,3,9.5,5.95,2.91,1,5,50,0
87,2025-12-06,5,2.93,1,14.2,6.74,5.53,0,5,40,0
87,2025-12-07,3,7.14,5,5.0,1.0,5.07,0,4,29,1
87,2025-12-08,1,4.88,4,7.8,6.82,1.91,1,4,64,0
87,2025-12-09,2,3.37,2,5.0,3.43,10.25,0,5,27,0
87,2025-12-10,4,3.16,3,5.0,4.69,5.03,0,5,32,0
87,2025-12-11,2,2.33,1,5.0,5.42,3.05,1,5,48,0
87,2025-12-12,3,2.92,1,7.5,6.87,4.12,0,2,23,0
87,2025-12-13,1,6.39,10,5.0,7.78,1.67,1,2,59,0
87,2025-12-14,4,3.23,1,9.2,5.49,6.14,0,5,39,0
87,2025-12-15,3,3.61,5,10.6,7.09,3.74,1,4,59,0
87,2025-12-16,5,2.72,3,13.7,6.19,3.88,0,5,29,0
88,2025-11-17,1,2.66,3,14.7,3.73,4.13,0,1,21,0
88,2025-11-18,5,1.22,2,5.1,8.06,7.31,0,3,32,0
88,2025-11-19,5,5.41,5,12.1,7.43,6.35,1,5,67,0
88,2025-11-20,2,3.92,4,14.0,8.8,7.6,0,5,51,0
88,2025-11-21,4,3.36,4,13.1,6.58,8.1,1,1,52,0
88,2025-11-22,5,2.34,2,7.8,6.33,3.86,0,2,21,0
